source,category,title,link,text,image source,image alt text,date posted,username,hashtags,number of likes,number of comments,number of views,standardized_date,AUT_LABEL,DEM_LABEL,WEST_LABEL,FOCAL_COUNTRY,sample_from,label_value,Google_Trans,Label_value Correct?,Focal Country Correct?,notes,Discuss
t.me/rian_ru,RF_Media,РИА Новости ✔,https://t.me/rian_ru/130932?embed=1,"Глава администрации Лукашенко заявил, что формулировки проекта конституции проработаны, к началу декабря документ подготовят для публичного обсуждения",nan,nan,2021-11-19T12:45:58+00:00,rian_ru,nan,nan,nan,47.5K,2021-11-19 12:45:58,Authoritarian - Legal Tools for Entrenchment,No Category,No Category,Other,AUT_LABEL,Authoritarian - Legal Tools for Entrenchment,Lukashenko's head of administration stated that the draft constitution's wording has been finalized and that the document will be prepared for public discussion by early December.,Y,Y,,
t.me/mk_ru,RF_Media,Московский Комсомолец,https://t.me/mk_ru/23474?embed=1,"Невеста получила от военнослужащего деньги и сбежала: «У Кати был план». Парень подписал контракт, чтобы заработать на свадьбу.https://www.mk.ru/social/2023/01/28/nevesta-poluchila-ot-voennosluzhashhego-dengi-i-sbezhala-u-kati-byl-plan.html",nan,nan,2023-01-28T09:40:19+00:00,mk_ru,nan,nan,nan,11.8K,2023-01-28 9:40:19,Authoritarian - Military/Security,No Category,No Category,Russia,DEM_LABEL,No Category,"The bride accepted money from a soldier and ran away: ""Katya had a plan."" The man signed a contract to earn money for the wedding. https://www.mk.ru/social/2023/01/28/nevesta-poluchila-ot-voennosluzhashhego-dengi-i-sbezhala-u-kati-byl-plan.html",Y,Y,,
t.me/tvrussia1,RF_Media,Телеканал РОССИЯ 1,https://t.me/tvrussia1/5397?embed=1,🌊 Кадры из шпионского детектива «Чёрное море» зовут вас в захватывающее приключение вместе с героями!📺 Включайте телевизоры в субботу в 12:35 и в воскресенье в 12:45 и наслаждайтесь отличным кино на телеканале «Россия»!@tvrussia1,https://cdn4.cdn-telegram.org/file/gAwDd2EMxfVqqKp4TXUO3MLsjaqpdV-HU09F7WbDOWHmNjsM32ZmT6RoqisLLbueGMd9OTmmJXO7_QcGu6cuAcVqJMCyxpPr9_xs_y6pH0qbamtHBG4NZMbfdCyNPeUAfFlVl3wYUskPWxV2h9vEie0yQxaurGL1DSfKwfcoW1fvm820uuYAs0yjytOb4MO4ITzXhc92fU2sxTHgxOHI0s8aSw9__fDbhda6GeOMpIhLA602HSAGbzlWxEtqfuHdWYNfw46WtvWuYzA39jPt3kpKCqtprCTK7bfPk-WVL83QdtjDq0BaRme1nuNZrOyA7Qa2koyqcKs0vvTK8hc1pA.jpg,nan,2022-07-29T10:45:54+00:00,tvrussia1,nan,nan,nan,11.0K,2022-07-29 10:45:54,No Category,No Category,No Category,Other,DEM_LABEL,No Category,"🌊 Scenes from the spy detective ""Black Sea"" invite you to an exciting adventure with the heroes!📺 Turn on your TV on Saturday at 12:35 and Sunday at 12:45 and enjoy excellent cinema on the Rossiya TV channel! @tvrussia1",Y,Y,,
t.me/RusBotschaft,RF_Diplomats,Russische Botschaft in Deutschland 🇷🇺 ✔,https://t.me/RusBotschaft/3862?embed=1,"🌲 The President of Russia addressed the participants of the World Leaders Summit on Action on Forests and Land Use held within the framework of the 26th Conference of the Parties to the UN Framework Convention on Climate Change (COP26) in Glasgow, UK.💬 President of Russia Vladimir Putin: I am convinced that the conservation of forests and other natural ecosystems is a key component of international efforts to address global warming and reduce emissions of greenhouse gases. We take the strongest and most vigorous measures to conserve it. We improve forest management, and fight illegal logging and forest fires. We are expanding reforestation areas. We have been consistently increasing funding for these purposes.🇷🇺 Russia supports the draft joint declaration on forests and land-use proposed for approval at today’s meeting. We expect its implementation to facilitate closer partnerships between all interested States in forest conservation.",https://cdn4.cdn-telegram.org/file/c0fy0li53wHFlDBo86zlx_NmRfZln9hH2D_pKkeLsd_NadwYNvN9Hswhc4NoBbypr7fn4wosCChaoT61r7Mc9_cN_wur54cbyZyUJxmckZ6ezZW3_GQfK9l2T3QQds1XKVt4DzsclzFUwasAUEMeytda0DyBnY6xacj6kjMZ_eWsupUOO_xtKhGiB8zPxCDkE3DQAF6OHsXxf6oKdIJ8QrjNJLxbeQ9lgGaBjmgp-in6i4DBjh4PNwya-hTUBc4HuO6Ag3mgIQ0P0JqsT60mbFG2qfi2uO7xvitZ-NTFJ14UF1jZ7lLeHv3X1LOPkSc_uOk9gKnCfw-jfgUFUkJ0Ew.jpg,nan,2021-11-02T12:38:46+00:00,RusBotschaft,nan,nan,nan,584,2021-11-02 12:38:46,No Category,No Category,No Category,Other,DEM_LABEL,No Category,"🌲 The President of Russia addressed the participants of the World Leaders Summit on Action on Forests and Land Use held within the framework of the 26th Conference of the Parties to the UN Framework Convention on Climate Change (COP26) in Glasgow, UK.💬 President of Russia Vladimir Putin: I am convinced that the conservation of forests and other natural ecosystems is a key component of international efforts to address global warming and reduce emissions of greenhouse gases. We take the strongest and most vigorous measures to conserve it. We improve forest management, and fight illegal logging and forest fires. We are expanding reforestation areas. We have been consistently increasing funding for these purposes.🇷🇺 Russia supports the draft joint declaration on forests and land-use proposed for approval at today’s meeting. We expect its implementation to facilitate closer partnerships between all interested States in forest conservation.",Y,Y,,
facebook.com/onlinekpru,RF_Media,nan,https://www.facebook.com/post/1040006784736603/,"Поводом для спора у матери одной из учениц и руководства школы в Красноярском крае стал вопрос школьного питания. Светлана, так зовут недовольную женщину, буквально завалила соцсети учреждения различными претензиями.

Но наказали ее в итоге за одно конкретное выражение, с помощью которого она усомнилась в умственных способностях замдиректора:
https://www.kp.ru/daily/27591/4917405/?from=smm

#новости #красноярскийкрай",nan,photo,2024-04-11T18:40:08+00:00,onlinekpru,nan,7,0,4565,2024-04-11 18:40:08,No Category,No Category,No Category,Other,DEM_LABEL,No Category,"A dispute between the mother of a student and the administration of a school in Krasnoyarsk Krai centered on school meals. Svetlana, the disgruntled woman, flooded the school's social media with various complaints.

But she was ultimately punished for one specific statement, which questioned the deputy director's mental capacity:
https://www.kp.ru/daily/27591/4917405/?from=smm

#news #KrasnoyarskKrai",Y,Y,,
t.me/aifonline,RF_Media,Аргументы и Факты — АиФ.ru ✔,https://t.me/aifonline/80724?embed=1,"Белгородцы продолжают нести цветы и ставить лампадки у стихийного мемориала, организованного в селе Яблоново Корочанского района, где 24 января упал самолёт Ил-76. Корреспондент «АиФ-Белгород» побывал на месте трагедии.  Стихийный мемориал у Вечного огня в самом центре села Яблоново появился буквально на следующий день после произошедшего. Спустя практически две недели жители продолжают нести цветы и лампадки в память о погибших лётчиках. Кто-то из белгородцев даже посвятил целое стихотворение этой трагедии и оставил у мемориала распечатанную копию.  Напомним, днём 24 января ВСУ сбили над Белгородской областью российский военно-транспортный самолёт, в котором перевозили 65 украинских военнопленных для обмена. На борту также находились шесть членов экипажа и трое сопровождавших офицеров ВС РФ. Самолёт рухнул в поле недалеко от села Яблоново. Лётчики ценой своей жизни смогли увести судно подальше от населённого пункта. Все, кто был в самолёте, погибли.@aifbelgorod",https://cdn4.cdn-telegram.org/file/UjhwaM8k7g27yQ4GhKKXfS5PmgfLBEZ8rZzy-39I6uZUrJer4Iq24VyiEdybgZ8f5LIywo9pQFpWrQOb11dpwMUPC_ipMfFKPYdrKvX6O43Gky9VV2A9-EZ7ZjmpP8RkZM-ltAoHKT0v35vSruoEG-zz1DPwelF6dCN7wRmoX7wG8Xuwr49RWtV9WB28_SgcVuvBJZ0J4PRYrhVpUNEVdyguWAYykybqD6fNnQdWhWblXDGEx5gzt9v5HLDNwrEmOkP8OylsHJLsaowYsfkYeJq2PrK3WcVS22AFyAeGq2bq4Mrd82IGV5CJsbZLenf7lShB6PbjPMOtVZkBbOQm5g.jpg,nan,2024-02-06T12:37:59+00:00,aifonline,nan,nan,nan,6.9K,2024-02-06 12:37:59,Authoritarian - Military/Security,No Category,No Category,Russia,DEM_LABEL,No Category,"Belgorod residents continue to lay flowers and light candles at the makeshift memorial set up in the village of Yablonovo in the Korocha District, where an Il-76 plane crashed on January 24. An AiF-Belgorod correspondent visited the site of the tragedy. The makeshift memorial, located near the Eternal Flame in the very center of Yablonovo, appeared literally the next day after the incident. Almost two weeks later, residents continue to lay flowers and light candles in memory of the fallen pilots. One Belgorod resident even dedicated an entire poem to the tragedy and left a printed copy at the memorial. As a reminder, on the afternoon of January 24, the Ukrainian Armed Forces shot down a Russian military transport plane over the Belgorod Region, carrying 65 Ukrainian prisoners of war for exchange. Six crew members and three accompanying Russian Armed Forces officers were also on board. The plane crashed in a field near the village of Yablonovo. The pilots, at the cost of their lives, managed to steer the aircraft away from the populated area. Everyone on board perished.@aifbelgorod",Y,Y,,
https://x.com/ChineseZimbabwe,China_Diplomats,nan,https://twitter.com/ChineseZimbabwe/status/1232222230278529024,The world needs China&#39%3Bs experience to control the epidemic: WHO expert https://t.co/FnTGZXdA4U pic.twitter.com/8HBtqVuiHr,nan,nan,2020/02/25 8:44:17,ChineseZimbabwe,nan,nan,nan,nan,2020-02-25 8:44:17,No Category,No Category,No Category,Other,DEM_LABEL,No Category,The world needs China&#39%3Bs experience to control the epidemic: WHO expert https://t.co/FnTGZXdA4U pic.twitter.com/8HBtqVuiHr,Y,Y,,
t.me/rusembjp,RF_Diplomats,🇷🇺🇯🇵 Embassy of Russia in Japan,https://t.me/rusembjp/24847?embed=1,"🇷🇺ヤロスラヴリ州が設置されたのは8️⃣9️⃣年前のことです。 ⛪️この地域は古代ロシアの寺院や教会で有名です。 🔎ヤロスラヴリ州には歴史、考古学、芸術、文化に関連した記念碑が5,000以上もあります。 ✔️そのほとんどは、さまざまな時代に建設されたヤロスラヴリ建築の傑作です。 👆現存する最古の建築記念碑は、ペレスラヴリ・ザレスキーにある救世主顕栄大聖堂です。 🇷🇺この地域はロシアでも博物館の数が極めて多く、さまざまな分野の博物館が250以上も運営されています。 ▫️17世紀初頭、ヤロスラヴリはロシア・ルネッサンスの中心地となりました。 🇷🇺現在のヤロスラヴリは、モスクワ北東部の古都群「黄金の環」で中心的な都市を狙うポジションにあり、ヴォルガ川流域では最古の都市（千年の歴史を持つ）であるほか、その観光スポットはユネスコの世界遺産リストに登録されています。 🔎この地域最古の都市であるロストフ・ヴェリーキー、及びその中心部にあるロストフ・クレムリンには、在りし日の偉大さが記憶として残っています。 🎨ヤロスラヴリ州は工芸品「ロストフ・エナメルジュエリー」発祥の地です。 👉ヤロスラヴリ州には、絵のように美しい森林、きれいな湖、そして豊かに流れる川など、自然の美しさがたくさんあります。 💧水はこの地域における最も重要な天然資源です。州内には全長約二万キロの川がいくつもあります。そして湖の面積はほぼ五千平方キロメートルに達します。 🌊ここには500年の歴史を持つネロ湖があり、言い伝えによれば、湖の底には街が沈んでいるとのことです。_____🇷🇺8️⃣9️⃣ лет назад была образована Ярославская область.⛪️Регион славится древними русскими храмами и церквями. 🔎В Ярославской области – свыше 5 тысяч памятников истории, археологии, искусства и культуры.✔️Большая их часть – шедевры ярославского зодчества разных периодов.👆Самый древний из сохранившихся памятников архитектуры – Спасо-Преображенский собор в Переславле-Залесском.🇷🇺Регион является одним из крупнейших музейных центров России — здесь больше 250 действующих музеев самой разной направленности.▫️В начале XVII в. Ярославль стал центром возрождения России. 🇷🇺Сейчас - Ярославль – главный претендент на звание столицы Золотого кольца России и старейший город на Волге с тысячелетней историей, чьи достопримечательности удостоились места в списке Всемирного наследия ЮНЕСКО. 🔎Хранит память о своём былом величии самый древний город края — Ростов Великий и его сердце Ростовский кремль.🎨Ярославская область - Родина ювелирного промысла «Ростовская финифть».👉В Ярославской области много природных красот — живописных лесов, чистых озер и полноводных рек. 💧 Вода — самый важный природный ресурс региона: на его территории много рек общей протяженностью около 20 000 км. и почти 5 000 кв. км. озер.🌊Здесь расположено 500-летнее озеро Неро, скрывающее, по легенде, затопленный город.",https://cdn4.cdn-telegram.org/file/Nw7W3pgyyDzxGa8sryFw6g7CiSK4Ky3IfOEAQOfrqAxzu1Bdly0KwZOtKDrnrtIGE3pxvClbrlM0l3ApQopNI73PzaTLYTY9Njq2SkZmIDpOY3sEhASW2Uc8f3YNqizvBThCOaKJDDhF3ih9XG6gUdXHPxqLq4kAAO9g62VCNn5odnVr8G5rChbagMseX6-_odXxOJLd7sgxYCF-PJTOApbzueaCWFFDSBxd-iC14WltLWFXggs4HNqgWk7bdwRDihi07pKB-stSc8SUjkNMnc7beLWXS1FIkeD7H88yNTlU3LzYV-ulAtM1aitYS6md2Cq6c6OtNyUS2RYIOkHplw.jpg,nan,2025-03-11T04:07:18+00:00,rusembjp,nan,nan,nan,325,2025-03-11 4:07:18,No Category,No Category,No Category,Russia,DEM_LABEL,No Category,"🇷🇺The Yaroslavl Oblast was established 8️⃣9️⃣ years ago. ⛪️This region is famous for its ancient Russian temples and churches. 🔎The Yaroslavl Oblast has more than 5,000 monuments related to history, archaeology, art, and culture. ✔️Most of them are masterpieces of Yaroslavl architecture, built in various eras. 👆The oldest surviving architectural monument is the Transfiguration Cathedral in Pereslavl-Zalessky. 🇷🇺This region has one of the highest numbers of museums in Russia, with more than 250 museums operating in various fields. ▫️In the early 17th century, Yaroslavl became the center of the Russian Renaissance. 🇷🇺Present-day Yaroslavl is positioned as a central city in the ""Golden Ring"" of ancient cities northeast of Moscow, and is the oldest city in the Volga River basin (with a thousand-year history). Its tourist attractions are also listed on the UNESCO World Heritage List. 🔎The Rostov Veliky, the oldest city in the region, and the Rostov Kremlin at its center, remain cherished memories of its past glory. 🎨Yaroslavl Oblast is the birthplace of the craft ""Rostov Enamel Jewelry."" 👉Yaroslavl Oblast boasts abundant natural beauty, including picturesque forests, pristine lakes, and abundantly flowing rivers. 💧Water is the most important natural resource in this region. There are several rivers within the oblast with a total length of approximately 20,000 kilometers, and the lakes cover an area of ​​nearly 5,000 square kilometers. 🌊Here lies Lake Nero, which has a 500-year history, and according to legend, a town lies submerged at the bottom of the lake. _____🇷🇺8️⃣9️⃣ ⛪️Регион славится 🔎В Ярославской области – свыше 5 тысяч памятников истории, археологии, искусства и культуры. часть – шедевры ярославского зодчества разных периодов.👆Самый древний из - Спасо-Преображенский собор в Переславле-Залесском.🇷🇺Регион является одним из крупнейших музейных 250 250 250 250 250 направленности.▫️В начале XVII в. 🇷🇺Сейчас - Ярославль – главный претендент на звание столицы Золотого кольца России и старейший город на Волге с тысячелетней историей, чьи достопримечательности удостоились места в списке Всемирного наследия ЮНЕСКО. 🔎Хранит память о своём былом величии самый древний город края — Ростов Великий и его сердце Ростовский кремль.🎨Ярославская область ювелирного » 💧 Вода — самый важный природный ресурс региона: на его территории много рек общей протяженностью около 20 000 км. и почти 5 000 кв. скрывающее, по легенде, затопленный город.",Y,Y,,
t.me/rentv_news,RF_Media,РЕН ТВ|Новости ✔,https://t.me/rentv_news/151403?embed=1,"Уголовное дело возбудили после жесткой посадки вертолета в Иркутской области. Об этом сообщили в Восточном МСУТ СК России.Там отметили, что судно, на борту которого находились два пассажира и четыре члена экипажа, получило повреждения.💪 Подписаться на РЕН ТВ | Отправить новость✉",nan,nan,2024-09-03T11:12:28+00:00,rentv_news,nan,nan,nan,12.7K,2024-09-03 11:12:28,No Category,No Category,No Category,Other,DEM_LABEL,No Category,"A criminal case has been opened following a helicopter crash landing in the Irkutsk region, according to the Eastern District Department of the Investigative Committee of Russia. They noted that the aircraft, which was carrying two passengers and four crew members, was damaged. 💪 Subscribe to REN TV | Send news✉",Y,N,,
https://x.com/ChinaEmbNamibia,China_Diplomats,nan,https://twitter.com/ChinaEmbNamibia/status/1808531065373331878,https://t.co/lBI8mP2LvN,nan,nan,2024/07/03 15:59:41,ChinaEmbNamibia,nan,nan,nan,nan,2024-07-03 15:59:41,No Category,No Category,No Category,Other,DEM_LABEL,No Category,https://t.co/lBI8mP2LvN,Y,Y,,
facebook.com/RussianEmbassy,RF_Diplomats,nan,https://www.facebook.com/post/1011803857703793/,"❗Russian Ambassador to Germany Sergey Nechaev on Olaf Scholz's decision to send Leopard 2 tanks to Ukrainians

▪On 25 January the German government approved the supply of Leopard 2 heavy combat tanks to the Kiev regime.

▪This extremely dangerous decision takes the conflict to a new level of confrontation and contradicts the statements of German politicians and the German government’s unwillingness to get involved in it. 

▪We are convinced that Germany, as well as its closest allies, is not interested in a diplomatic solution to the Ukrainian crisis. 

▪The choice of Berlin means the final refusal of the Federal Republic of Germany to recognise its historical responsibility to Russian people for the terrible and timeless crimes of Nazism during the Great Patriotic War.

▪Battle tanks with black crosses will be sent to the eastern front, which will inevitably lead to the deaths of Russian soldiers, as well as civilians.

▪Such a decision by Berlin on the 80th anniversary of the breakthrough of the Leningrad blockade, in which hundreds of thousands of Soviet citizens were killed, destroys the remains of mutual trust and causes irreparable damage to Russian-German relations, casting doubt on the possibility of their normalisation in the foreseeable future.",nan,photo,2023-01-26T13:20:20+00:00,RussianEmbassy,nan,44,42,2179,2023-01-26 13:20:20,Authoritarian - Ideological Promotion,No Category,Hostile Global Order,Russia,DEM_LABEL,No Category,"❗Russian Ambassador to Germany Sergey Nechaev on Olaf Scholz's decision to send Leopard 2 tanks to Ukrainians

▪On 25 January the German government approved the supply of Leopard 2 heavy combat tanks to the Kiev regime.

▪This extremely dangerous decision takes the conflict to a new level of confrontation and contradicts the statements of German politicians and the German government’s unwillingness to get involved in it. 

▪We are convinced that Germany, as well as its closest allies, is not interested in a diplomatic solution to the Ukrainian crisis. 

▪The choice of Berlin means the final refusal of the Federal Republic of Germany to recognise its historical responsibility to Russian people for the terrible and timeless crimes of Nazism during the Great Patriotic War.

▪Battle tanks with black crosses will be sent to the eastern front, which will inevitably lead to the deaths of Russian soldiers, as well as civilians.

▪Such a decision by Berlin on the 80th anniversary of the breakthrough of the Leningrad blockade, in which hundreds of thousands of Soviet citizens were killed, destroys the remains of mutual trust and causes irreparable damage to Russian-German relations, casting doubt on the possibility of their normalisation in the foreseeable future.",Y,Y,,
t.me/truekpru,RF_Media,Комсомольская правда: KP.RU,https://t.me/truekpru/82577?embed=1,"Музеи еды в России, где вам разрешат продегустировать экспонаты 🍭🧀🥨С чем у вас ассоциируется музей? С экспонатами за стеклянными стеллажами и строгими смотрителями? А что, если музей — это место, где можно насладиться не только пищей духовной, но и обычной пищей? Экскурсии в таких музеях обычно имеют особые форматы, не дающие гостям заскучать. Представляем топ музеев еды в России, где можно вкусно поесть и замечательно провести время даже самому взыскательному гурману.Больше музеев еды Подписаться на @otdyhrussia",https://cdn4.cdn-telegram.org/file/VHnmJiTaMRdcgQ2oA_o9z22cr5AjhaF6z6DDE5EvDDnu_nDdSG3xRv2jiQ7bddihVm-Cy5JEM6pOfUk6nDZ37Rh0rG4MTNk02pG2DtyQ3b_ZYSBHMuqN4aPRovyo3XfjL22zJdcwQU8gdgVo5MKhAA9vempEcNAhIFzotDIoMSkwHH718Q1Dl9FYNlWhjMseG9QZa6hEGuqVPbF5MCt8kZHrIbBPkOnRR0T8MO9qVbgaak2S7eipCypMvyBq5B8_tr-71jaDHrAYWhCN9cE9vFmpuSQIkTWphkuBqvBU9gcm-tuPGP3d0FDh6NNdLD_iUR1qt4v_tQSRY9YYOj5X1w.jpg,nan,2022-07-02T11:56:15+00:00,truekpru,nan,nan,nan,33.9K,2022-07-02 11:56:15,No Category,No Category,No Category,Other,DEM_LABEL,No Category,"Food museums in Russia where you can sample the exhibits 🍭🧀🥨What do you associate with a museum? Exhibits behind glass shelves and stern guards? But what if a museum is a place where you can enjoy not only spiritual nourishment but also ordinary food? Tours at such museums usually have special formats that keep guests from getting bored. We present the top food museums in Russia, where even the most discerning gourmet can dine deliciously and have a wonderful time. More food museums Follow @otdyhrussia",Y,Y,,
facebook.com/ambrusitalia,RF_Diplomats,nan,https://www.facebook.com/post/4074788296075545/,nan,nan,photo,2023-05-01T06:27:23+00:00,ambrusitalia,nan,2254,319,85935,2023-05-01 6:27:23,No Category,No Category,No Category,Other,DEM_LABEL,No Category,in,Y,Y,,
